"[0.5184639096260071, -1.4517977237701416]",|,"[0.5217202305793762, -1.448952317237854]",|,[-0.00325632 -0.00284541]
"[0.4891932010650635, -1.445299744606018]",|,"[0.4781935214996338, -1.4392212629318237]",|,[ 0.01099968 -0.00607848]
"[0.4306558072566986, -1.4322950839996338]",|,"[0.43568456172943115, -1.4304949045181274]",|,[-0.00502875 -0.00180018]
"[0.3867667317390442, -1.4225592613220215]",|,"[0.3921557068824768, -1.4208201169967651]",|,[-0.00538898 -0.00173914]
"[0.3428453803062439, -1.4127928018569946]",|,"[0.34897691011428833, -1.4120936393737793]",|,[-0.00613153 -0.00069916]
"[0.3135469853878021, -1.4062750339508057]",|,"[0.3052605390548706, -1.4022597074508667]",|,[ 0.00828645 -0.00401533]
"[0.25500351190567017, -1.3932549953460693]",|,"[0.26138836145401, -1.3935184478759766]",|,[-0.00638485  0.00026345]
"[0.21110960841178894, -1.383500337600708]",|,"[0.21761775016784668, -1.383577823638916]",|,[-6.50814176e-03  7.74860382e-05]
"[0.16718655824661255, -1.3737305402755737]",|,"[0.1730007827281952, -1.3748359680175781]",|,[-0.00581422  0.00110543]
"[0.1379096955060959, -1.3672142028808594]",|,"[0.12908703088760376, -1.3649108409881592]",|,[ 0.00882266 -0.00230336]
"[0.09397676587104797, -1.357450246810913]",|,"[0.08462706953287125, -1.3554569482803345]",|,[ 0.0093497 -0.0019933]
"[0.05008675530552864, -1.3476860523223877]",|,"[0.03930658847093582, -1.3464692831039429]",|,[ 0.01078017 -0.00121677]
"[-0.00846346840262413, -1.3346679210662842]",|,"[-0.005487188696861267, -1.3369659185409546]",|,[-0.00297628  0.002298  ]
"[-0.03774989768862724, -1.3281610012054443]",|,"[-0.049077458679676056, -1.3268539905548096]",|,[ 0.01132756 -0.00130701]
"[-0.08165131509304047, -1.3183915615081787]",|,"[-0.09363989531993866, -1.3172705173492432]",|,[ 0.01198858 -0.00112104]
"[-0.1401914805173874, -1.3053735494613647]",|,"[-0.14004914462566376, -1.3083117008209229]",|,[-0.00014234  0.00293815]
"[-0.18410786986351013, -1.2956244945526123]",|,"[-0.18453623354434967, -1.2986516952514648]",|,[0.00042836 0.0030272 ]
"[-0.21337378025054932, -1.2891221046447754]",|,"[-0.22719942033290863, -1.2884336709976196]",|,[ 0.01382564 -0.00068843]
"[-0.2719230055809021, -1.276120901107788]",|,"[-0.27412450313568115, -1.2795912027359009]",|,[0.0022015 0.0034703]
"[-0.30120426416397095, -1.2696040868759155]",|,"[-0.3164091110229492, -1.2694212198257446]",|,[ 0.01520485 -0.00018287]
"[-0.35973185300827026, -1.2566009759902954]",|,"[-0.3628656268119812, -1.2604482173919678]",|,[0.00313377 0.00384724]
"[-0.3890232443809509, -1.2500993013381958]",|,"[-0.40443652868270874, -1.2502421140670776]",|,[0.01541328 0.00014281]
