"[0.0011193003738299012, -3.662291419459507e-05]","[-0.05847884942432955, 0.11664627664550435]","[0.05959814979815945, -0.11668289955969895]"
"[0.028802338987588882, -0.00013140987721271813]","[0.20653883965807793, 0.02783563407944302]","[-0.17773650067048904, -0.027967043956655738]"
"[0.08534904569387436, 0.00035277518327347934]","[0.5942063329852719, -0.004224429809943135]","[-0.5088572872913976, 0.0045772049932166145]"
"[0.14532233774662018, 0.0006619013147428632]","[0.2798294652095098, -0.014416408064584132]","[-0.13450712746288962, 0.015078309379326995]"
"[0.20529019832611084, 0.0009676612680777907]","[0.27406595984219867, 0.002219172684565583]","[-0.06877576151608783, -0.0012515114164877925]"
"[0.2652791440486908, 0.0013086353428661823]","[0.3193453630047447, -0.0022338492209210067]","[-0.0540662189560539, 0.003542484563787189]"
"[0.3252517879009247, 0.0016540841897949576]","[0.35976883609533866, -0.01569368826960422]","[-0.03451704819441398, 0.01734777245939918]"
"[0.3852470815181732, 0.001977959182113409]","[0.37966358698400204, -0.01725905441919146]","[0.005583494534171174, 0.019237013601304868]"
"[0.4452304244041443, 0.0022949075791984797]","[0.3849890752952876, -0.016547490498204084]","[0.0602413491088567, 0.018842398077402563]"
"[0.5052053928375244, 0.002606839407235384]","[0.41272540762566906, -0.0031995846622147953]","[0.09247998521185535, 0.005806424069450179]"
"[0.5651761293411255, 0.002973702969029546]","[0.41002541792699726, 0.017236236877103545]","[0.15515071141412823, -0.014262533908073999]"
"[0.6251555681228638, 0.003301013959571719]","[0.44423970323563955, -0.006370365019236088]","[0.18091586488722422, 0.009671378978807807]"
"[0.6851295828819275, 0.0036732996813952923]","[0.46072834657885453, 0.015029901957366434]","[0.22440123630307296, -0.011356602275971142]"
"[0.7451254725456238, 0.00399369141086936]","[0.49779006741672743, -0.02646231766533808]","[0.24733540512889635, 0.03045600907620744]"
"[0.8050856590270996, 0.004375242628157139]","[0.5175559010215448, 0.014912270213500653]","[0.2875297580055548, -0.010537027585343514]"
"[0.865063488483429, 0.0047208634205162525]","[0.49365939708625683, -0.008257237629669435]","[0.3714040913971721, 0.012978101050185688]"
"[0.9250572919845581, 0.0050644539296627045]","[0.5355037892919738, -0.014439444270313032]","[0.38955350269258426, 0.019503898199975736]"
"[1.0050431489944458, 0.0055172680877149105]","[0.5569639602488208, 0.00033911438871996047]","[0.448079188745625, 0.00517815369899495]"
"[1.0450252294540405, 0.005769547075033188]","[0.6176824792118379, 0.02881069512421308]","[0.4273427502422026, -0.023041148049179894]"
"[1.105019211769104, 0.006140733603388071]","[0.6156429954567308, 0.007647002057305244]","[0.48937621631237316, -0.0015062684539171728]"
"[1.1649715900421143, 0.006489022634923458]","[0.6833135863288191, 0.0007632058183768969]","[0.48165800371329515, 0.005725816816546561]"
"[1.2249646186828613, 0.006847314536571503]","[0.6708690779035537, -0.02494727340280017]","[0.5540955407793077, 0.03179458793937168]"
"[1.28496253490448, 0.007169664837419987]","[0.653957629949822, 0.012755023449479402]","[0.631004904954658, -0.005585358612059416]"
"[1.3449374437332153, 0.007496296428143978]","[0.6982638615894461, -2.9268337586561832e-05]","[0.6466735821437692, 0.00752556476573054]"
"[1.4049293994903564, 0.007844398729503155]","[0.6916977914849836, 0.009960883578758378]","[0.7132316080053729, -0.0021164848492552235]"
"[1.4849079847335815, 0.00829516164958477]","[0.7250379125112653, -0.001291482424242693]","[0.7598700722223163, 0.009586644073827463]"
"[1.5448940992355347, 0.00864368211477995]","[0.727806138264565, -0.0037822799453769707]","[0.8170879609709697, 0.01242596206015692]"
"[1.5848735570907593, 0.008841188624501228]","[0.8111756773598005, 0.021086677924527245]","[0.7736978797309588, -0.012245489300026016]"
"[1.6371406316757202, 0.009299920871853828]","[0.8373374576806232, 0.01832538770465074]","[0.799803173995097, -0.00902546683279691]"
"[1.6595284938812256, 0.00918048806488514]","[0.8148433706078674, -0.011923952595175723]","[0.8446851232733582, 0.021104440660060862]"
"[1.6805394887924194, 0.006656107492744923]","[0.8269730785836273, 0.0019474512925975185]","[0.8535664102087921, 0.004708656200147404]"
"[1.6903207302093506, 0.003936915658414364]","[0.8521954201811426, -0.009239829094077459]","[0.838125310028208, 0.013176744752491823]"
"[1.6998348236083984, -0.0028488016687333584]","[0.8634224380847297, 0.002131779567364947]","[0.8364123855236687, -0.004980581236098305]"
"[1.706035852432251, -0.012056534178555012]","[0.8506327873408186, -0.006613647131828784]","[0.8554030650914324, -0.0054428870467262275]"
"[1.7145105600357056, -0.019210580736398697]","[0.8350382529761744, -0.007364133888986768]","[0.8794723070595312, -0.011846446847411929]"
"[1.7247865200042725, -0.023647554218769073]","[0.8359905117601782, -0.012017762626124522]","[0.8887960082440942, -0.011629791592644552]"
