"[1.1931841373443604, -1.1059743165969849]","[1.2648164212489936, -1.1414779544156828]","[-0.07163228390463328, 0.03550363781869792]"
"[-0.008288173004984856, -0.014355470426380634]","[0.370542038894785, -0.4646678858895579]","[-0.37883021189976984, 0.45031241546317724]"
"[-0.02991938591003418, -0.05198600888252258]","[-0.39179873319346287, -0.3955990873746311]","[0.3618793472834287, 0.34361307849210854]"
"[-0.052422571927309036, -0.09095051139593124]","[-0.16378060262624058, -0.06096218086918358]","[0.11135803069893155, -0.029988330526747667]"
"[-0.0748937651515007, -0.1299096643924713]","[-0.13264218872903683, -0.08189996530216832]","[0.05774842357753612, -0.04800969909030299]"
"[-0.097342349588871, -0.16884368658065796]","[-0.2119535126409462, -0.06050301161680537]","[0.1146111630520752, -0.10834067496385258]"
"[-0.11982089281082153, -0.20781591534614563]","[-0.14757867351718942, -0.12883489878101625]","[0.02775778070636789, -0.07898101656512937]"
"[-0.14983096718788147, -0.2598505914211273]","[-0.18245382926763598, -0.11172176183521917]","[0.03262286207975451, -0.14812882958590814]"
"[-0.16481433808803558, -0.2858203053474426]","[-0.19053727544537113, -0.15895545226503388]","[0.02572293735733555, -0.12686485308240875]"
"[-0.19477775692939758, -0.33776044845581055]","[-0.2285867874852061, -0.15231876296022284]","[0.03380903055580853, -0.1854416854955877]"
"[-0.20973503589630127, -0.3637070655822754]","[-0.19701413086708314, -0.13535097812159866]","[-0.012720905029218132, -0.22835608746067673]"
"[-0.23971471190452576, -0.4156891405582428]","[-0.2276982073288653, -0.16997092109477258]","[-0.012016504575660447, -0.24571821946347022]"
"[-0.2546992897987366, -0.44164571166038513]","[-0.21797177032273274, -0.17633315315690645]","[-0.036727519476003834, -0.2653125585034787]"
"[-0.2771938741207123, -0.48061078786849976]","[-0.24944465963737214, -0.19026865976822116]","[-0.02774921448334014, -0.2903421281002786]"
"[-0.29966670274734497, -0.5195668935775757]","[-0.22138128240231505, -0.22807485740945688]","[-0.07828542034502992, -0.2914920361681188]"
"[-0.32211995124816895, -0.5584684610366821]","[-0.23906153784395295, -0.21920085323471605]","[-0.08305841340421599, -0.3392676078019661]"
"[-0.3446018099784851, -0.5974425077438354]","[-0.25814090246228044, -0.23884597101969401]","[-0.08646090751620467, -0.35859653672414143]"
"[-0.37459179759025574, -0.6493890285491943]","[-0.30547168806607944, -0.23087106378182976]","[-0.0691201095241763, -0.4185179647673646]"
"[-0.38959425687789917, -0.6753652691841125]","[-0.3052748876198214, -0.23398936045541296]","[-0.08431936925807776, -0.4413759087286996]"
"[-0.41208210587501526, -0.7143334150314331]","[-0.26864583563287747, -0.27622291091221096]","[-0.1434362702421378, -0.43811050411922214]"
"[-0.4345541000366211, -0.7532978057861328]","[-0.303687375783683, -0.2906830238604595]","[-0.1308667242529381, -0.4626147819256733]"
"[-0.45704731345176697, -0.792208731174469]","[-0.3063465444436403, -0.270277291975313]","[-0.15070076900812668, -0.521931439199156]"
"[-0.48707717657089233, -0.8441694974899292]","[-0.29800532040275346, -0.2715123903218259]","[-0.18907185616813887, -0.5726571071681033]"
"[-0.502066433429718, -0.8701223134994507]","[-0.3174516266613649, -0.30595954299242334]","[-0.18461480676835312, -0.5641627705070273]"
"[-0.5245428681373596, -0.9090773463249207]","[-0.3406575646011472, -0.3727232120407772]","[-0.1838853035362124, -0.5363541342841435]"
"[-0.5470107197761536, -0.9480012059211731]","[-0.31848520294366484, -0.35438810598458825]","[-0.22852551683248873, -0.5936130999365848]"
"[-0.5769973993301392, -0.9999750256538391]","[-0.34786871458371504, -0.3542947448132424]","[-0.22912868474642412, -0.6456802808405967]"
"[-0.5919798612594604, -1.0259387493133545]","[-0.32414561016916177, -0.40765922124654186]","[-0.2678342510902987, -0.6182795280668126]"
"[-0.6219037175178528, -1.0778615474700928]","[-0.36825154203956784, -0.3642453531344654]","[-0.25365217547828495, -0.7136161943356274]"
"[-0.6368767619132996, -1.1038329601287842]","[-0.3607639525527618, -0.401384007985499]","[-0.2761128093605378, -0.7024489521432852]"
"[-0.666875422000885, -1.1557910442352295]","[-0.39627081546575726, -0.4304923446537705]","[-0.27060460653512775, -0.725298699581459]"
"[-0.6893755793571472, -1.194758415222168]","[-0.3880605627023243, -0.3923727924536514]","[-0.3013150166548229, -0.8023856227685165]"
"[-0.7043686509132385, -1.2207022905349731]","[-0.4089571420617032, -0.4551985080917115]","[-0.29541150885153533, -0.7655037824432617]"
"[-0.7268658876419067, -1.2596807479858398]","[-0.38543271042117805, -0.4914406049218265]","[-0.3414331772207287, -0.7682401430640133]"
"[-0.7493404150009155, -1.298635482788086]","[-0.38982657356621625, -0.4393032707090079]","[-0.3595138414346993, -0.8593322120790781]"
"[-0.7718323469161987, -1.3375880718231201]","[-0.41238888559822323, -0.5499334279408508]","[-0.3594434613179755, -0.7876546438822694]"
"[-0.7943205833435059, -1.3765524625778198]","[-0.4288606992231504, -0.47212097782700746]","[-0.36545988412035546, -0.9044314847508124]"
"[-0.8168147802352905, -1.4154983758926392]","[-0.4386588421801353, -0.5051865474172906]","[-0.37815593805515524, -0.9103118284753485]"
"[-0.8392655253410339, -1.4544727802276611]","[-0.4293130335837666, -0.5062842225395183]","[-0.40995249175726733, -0.9481885576881428]"
"[-0.861768901348114, -1.4934017658233643]","[-0.4344089422827797, -0.5076394240385413]","[-0.4273599590653343, -0.9857623417848229]"
"[-0.8842464685440063, -1.532354712486267]","[-0.46611709017370495, -0.5597883084943831]","[-0.4181293783703014, -0.972566403991884]"
"[-0.9067440032958984, -1.5712965726852417]","[-0.4797120750087531, -0.5715392723451995]","[-0.4270319282871453, -0.9997573003400422]"
"[-0.9253671765327454, -1.603729009628296]","[-0.4691294007282131, -0.5889153937776528]","[-0.4562377758045323, -1.0148136158506431]"
"[-0.9293463826179504, -1.6106592416763306]","[-0.4844775988294018, -0.6082117325713341]","[-0.44486878378854866, -1.0024475091049965]"
"[-0.9286696314811707, -1.6128143072128296]","[-0.4499185464042248, -0.5364199162002914]","[-0.47875108507694586, -1.0763943910125382]"
"[-0.9234897494316101, -1.6174867153167725]","[-0.476385868279089, -0.5760047037997862]","[-0.4471038811525211, -1.0414820115169863]"
"[-0.9165253639221191, -1.6183760166168213]","[-0.4525233636096302, -0.5708272087241721]","[-0.46400200031248895, -1.0475488078926491]"
"[-0.9075287580490112, -1.6234194040298462]","[-0.4812396603216592, -0.6256148598029085]","[-0.426289097727352, -0.9978045442269377]"
"[-0.905227780342102, -1.634116768836975]","[-0.4629133099291668, -0.6118442293263353]","[-0.44231447041293526, -1.0222725395106398]"
"[-0.9059370160102844, -1.6453670263290405]","[-0.4364198461700808, -0.5574310560767743]","[-0.46951716984020364, -1.0879359702522662]"
"[-0.9105261564254761, -1.6585047245025635]","[-0.4724385826312153, -0.6401398946294068]","[-0.4380875737942608, -1.0183648298731567]"
"[-0.9146973490715027, -1.6617769002914429]","[-0.44034233090352914, -0.5676384477757537]","[-0.47435501816797354, -1.0941384525156892]"
"[-0.9349896311759949, -1.6582043170928955]","[-0.4834093214190881, -0.5756628248151978]","[-0.4515803097569068, -1.0825414922776977]"
"[-0.9637017250061035, -1.6430070400238037]","[-0.4726775629588498, -0.552551453878118]","[-0.49102416204725374, -1.0904555861456857]"
"[-0.9981191754341125, -1.6174356937408447]","[-0.47793622279070325, -0.5883558799384252]","[-0.5201829526434093, -1.0290798138024195]"
"[-1.0337520837783813, -1.5901987552642822]","[-0.5206493156806192, -0.594674982244753]","[-0.5131027680977621, -0.9955237730195292]"
"[-1.069689154624939, -1.5631781816482544]","[-0.4964681843217471, -0.5899400065571809]","[-0.5732209703031919, -0.9732381750910735]"
"[-1.105634093284607, -1.536141276359558]","[-0.5420642841039889, -0.5332800006835199]","[-0.563569809180618, -1.0028612756760382]"
"[-1.1415760517120361, -1.509096622467041]","[-0.5179912829302582, -0.5418814433814094]","[-0.6235847687817779, -0.9672151790856316]"
"[-1.177513599395752, -1.4820520877838135]","[-0.5674733407367922, -0.5525002117819395]","[-0.6100402586589597, -0.929551876001874]"
"[-1.2134768962860107, -1.4550049304962158]","[-0.537845384646527, -0.512019097880763]","[-0.6756315116394838, -0.9429858326154528]"
"[-1.2494101524353027, -1.4279807806015015]","[-0.5764020841359085, -0.5427847547753482]","[-0.6730080682993942, -0.8851960258261533]"
"[-1.2853857278823853, -1.4009156227111816]","[-0.5931152542153918, -0.45992228232967225]","[-0.6922704736669935, -0.9409933403815094]"
"[-1.333307147026062, -1.3648629188537598]","[-0.6074622141167889, -0.5278114062233459]","[-0.7258449329092731, -0.8370515126304139]"
"[-1.3572912216186523, -1.3468250036239624]","[-0.6200283019178475, -0.45699622428661624]","[-0.7372629197008048, -0.8898287793373462]"
"[-1.3932381868362427, -1.319796085357666]","[-0.6296560196109002, -0.5140774959112203]","[-0.7635821672253424, -0.8057185894464457]"
"[-1.4292070865631104, -1.2927486896514893]","[-0.6378144418636865, -0.44993621841398446]","[-0.7913926446994238, -0.8428124712375048]"
"[-1.4651520252227783, -1.2656949758529663]","[-0.6820780198274619, -0.44283341006991006]","[-0.7830740053953165, -0.8228615657830562]"
"[-1.501122236251831, -1.2386527061462402]","[-0.6712221926418047, -0.4893607839520976]","[-0.8299000436100263, -0.7492919221941426]"
"[-1.5370604991912842, -1.2116223573684692]","[-0.6629784530886638, -0.4017742955034792]","[-0.8740820461026204, -0.80984806186499]"
"[-1.5730061531066895, -1.1845935583114624]","[-0.6961581150330743, -0.4911710366910961]","[-0.8768480380736151, -0.6934225216203663]"
"[-1.6028019189834595, -1.162234902381897]","[-0.6449397971531523, -0.39744131690452933]","[-0.9578621218303072, -0.7647935854773676]"
"[-1.6089493036270142, -1.157318353652954]","[-0.75487846935876, -0.4021203311339342]","[-0.8540708342682541, -0.7551980225190199]"
"[-1.6109631061553955, -1.1578141450881958]","[-0.6891341071804036, -0.38583542703543083]","[-0.9218289989749919, -0.771978718052765]"
"[-1.6151832342147827, -1.1599973440170288]","[-0.7260159997706104, -0.38176977673455004]","[-0.8891672344441723, -0.7782275672824788]"
"[-1.6187537908554077, -1.1682801246643066]","[-0.698442185909645, -0.46383110196396937]","[-0.9203116049457627, -0.7044490227003373]"
"[-1.6252014636993408, -1.1765109300613403]","[-0.7160340093344706, -0.4238118421423094]","[-0.9091674543648702, -0.752699087919031]"
"[-1.636049509048462, -1.1781275272369385]","[-0.7198321490631348, -0.4819545554486364]","[-0.9162173599853272, -0.6961729717883021]"
"[-1.6509332656860352, -1.174865484237671]","[-0.7242704787863861, -0.43035170377522736]","[-0.9266627868996491, -0.7445137804624435]"
"[-1.657383680343628, -1.1719530820846558]","[-0.7355421200544328, -0.43729260883877574]","[-0.9218415602891952, -0.73466047324588]"
"[-1.6629406213760376, -1.166630744934082]","[-0.733011032472576, -0.3827999430996839]","[-0.9299295889034616, -0.7838308018343981]"
"[-1.6518754959106445, -1.1395882368087769]","[-0.7274504104890642, -0.4167715756129975]","[-0.9244250854215803, -0.7228166611957794]"
"[-1.637892723083496, -1.1211204528808594]","[-0.7117763440625084, -0.4161052205892155]","[-0.9261163790209876, -0.7050152322916439]"
"[-1.6083236932754517, -1.0898195505142212]","[-0.763024889100983, -0.4206908600345647]","[-0.8452988041744687, -0.6691286904796565]"
"[-1.5768184661865234, -1.0576170682907104]","[-0.7281097819932039, -0.3785037200265088]","[-0.8487086841933196, -0.6791133482642017]"
"[-1.5457746982574463, -1.0251070261001587]","[-0.6627426959948284, -0.4269631098873926]","[-0.8830320022626179, -0.5981439162127661]"
"[-1.514704942703247, -0.9925891160964966]","[-0.6885631690609078, -0.38385985845733983]","[-0.8261417736423393, -0.6087292576391568]"
"[-1.4836616516113281, -0.9600809812545776]","[-0.691480935080383, -0.34338896860715806]","[-0.7921807165309451, -0.6166920126474196]"
"[-1.452572226524353, -0.9275824427604675]","[-0.6996200532752315, -0.33185156456277076]","[-0.7529521732491216, -0.5957308781976968]"
"[-1.4215035438537598, -0.8950695991516113]","[-0.6582638000509131, -0.4047097619495943]","[-0.7632397438028466, -0.49035983720201703]"
"[-1.3904120922088623, -0.8625513315200806]","[-0.6111179845044, -0.3704912323757841]","[-0.7792941077044623, -0.4920600991442965]"
"[-1.359344244003296, -0.8300355672836304]","[-0.6371851796294379, -0.35078975456249295]","[-0.722159064373858, -0.4792458127211374]"
"[-1.3282378911972046, -0.7975402474403381]","[-0.6030329416376609, -0.28045017332044353]","[-0.7252049495595437, -0.5170900741198946]"
"[-1.2971618175506592, -0.7649820446968079]","[-0.6176963924670056, -0.31050876137778016]","[-0.6794654250836536, -0.4544732833190277]"
"[-1.2661051750183105, -0.7324342727661133]","[-0.5658053236675533, -0.28271353540876987]","[-0.7002998513507572, -0.4497207373573434]"
"[-1.2350424528121948, -0.699971616268158]","[-0.6147061648421361, -0.2875239439302242]","[-0.6203362879700587, -0.4124476723379338]"
"[-1.2039093971252441, -0.6674611568450928]","[-0.5685761054578287, -0.2678823828454593]","[-0.6353332916674155, -0.3995787739996335]"
"[-1.1728575229644775, -0.6349807977676392]","[-0.5775285815342647, -0.24859976629209418]","[-0.5953289414302129, -0.386381031475545]"
"[-1.1417913436889648, -0.6024630665779114]","[-0.5549919451914824, -0.28932326941812814]","[-0.5867993984974824, -0.31313979715978324]"
"[-1.1107501983642578, -0.5699619650840759]","[-0.5660244442252973, -0.22181614936172106]","[-0.5447257541389605, -0.34814581572235487]"
"[-1.0796737670898438, -0.5374887585639954]","[-0.5122909313804476, -0.2120783673119389]","[-0.5673828357093962, -0.32541039125205645]"
"[-1.0485758781433105, -0.5050030946731567]","[-0.5360980799216782, -0.24184091489863474]","[-0.5124777982216323, -0.263162179774522]"
"[-1.0174825191497803, -0.4724845290184021]","[-0.4721545906390293, -0.20418936476418414]","[-0.545327928510751, -0.26829516425421795]"
"[-0.9864118695259094, -0.43997445702552795]","[-0.5325664794764526, -0.15875914919786976]","[-0.4538453900494568, -0.2812153078276582]"
"[-0.9553187489509583, -0.40747135877609253]","[-0.51486322173619, -0.16652656744557953]","[-0.4404555272147682, -0.240944791330513]"
"[-0.9242233037948608, -0.3749612271785736]","[-0.47928541232215693, -0.1625059337089223]","[-0.4449378914727039, -0.2124552934696513]"
"[-0.8931767344474792, -0.3424745202064514]","[-0.45634036691173907, -0.1814214261033778]","[-0.4368363675357402, -0.1610530941030736]"
"[-0.8620688319206238, -0.3099595606327057]","[-0.47215599066548375, -0.13789069361256304]","[-0.38991284125514003, -0.17206886702014265]"
"[-0.8309683799743652, -0.27746906876564026]","[-0.4149764707444887, -0.15275217250906054]","[-0.41599190922987656, -0.12471689625657972]"
"[-0.799905002117157, -0.24500882625579834]","[-0.43316830523289424, -0.133237513818427]","[-0.36673669688426275, -0.11177131243737135]"
"[-0.7688149213790894, -0.2125047892332077]","[-0.37705076121378955, -0.1388487490968945]","[-0.3917641601652998, -0.07365604013631319]"
"[-0.7376929521560669, -0.17999720573425293]","[-0.4186865305218904, -0.1307787095587367]","[-0.3190064216341765, -0.04921849617551624]"
"[-0.7066066861152649, -0.14750680327415466]","[-0.39177094351202074, -0.10279561813515176]","[-0.31483574260324415, -0.04471118513900291]"
"[-0.6755037903785706, -0.11502249538898468]","[-0.40973258407714713, -0.08419805826388832]","[-0.2657712063014234, -0.03082443712509636]"
"[-0.6444341540336609, -0.082542784512043]","[-0.39622866141255214, -0.08454047975411072]","[-0.24820549262110875, 0.0019976952420677208]"
"[-0.6133390665054321, -0.050084568560123444]","[-0.3701672099939967, -0.043691631617751275]","[-0.2431718565114354, -0.006392936942372168]"
"[-0.5822688341140747, -0.017580997198820114]","[-0.3858641967002206, -0.03837427364882773]","[-0.1964046374138541, 0.020793276450007614]"
"[-0.5511707067489624, 0.01491325069218874]","[-0.309494572598758, -0.05978460171823384]","[-0.2416761341502044, 0.07469785241042258]"
