"[0.08905083686113358, 0.15315265953540802]","[0.05262519010791229, 0.14248094915309203]","[0.03642564675322128, 0.010671710382315985]"
"[0.008401695638895035, 0.014471903443336487]","[0.08691445175066492, 0.27843804386518045]","[-0.07851275611176989, -0.26396614042184396]"
"[0.043798964470624924, 0.07563149929046631]","[0.06520498029248879, 0.33506460837622387]","[-0.02140601582186387, -0.25943310908575756]"
"[0.07376868277788162, 0.12758119404315948]","[0.10716944038541082, 0.3039597550883766]","[-0.0334007576075292, -0.1763785610452171]"
"[0.10363837331533432, 0.17943687736988068]","[0.1007723745949174, 0.3199449558271123]","[0.002865998720416915, -0.14050807845723162]"
"[0.13367238640785217, 0.23153777420520782]","[0.12905373026509032, 0.35943074476919246]","[0.004618656142761857, -0.12789297056398463]"
"[0.15363970398902893, 0.2662113606929779]","[0.18017208509454724, 0.3729274362994581]","[-0.02653238110551831, -0.10671607560648022]"
"[0.19360075891017914, 0.3355286717414856]","[0.1276427056901375, 0.42546471217071113]","[0.06595805322004164, -0.08993604042922554]"
"[0.22352144122123718, 0.38749217987060547]","[0.20635632909271195, 0.4069837502750224]","[0.01716511212852523, -0.019491570404416958]"
"[0.24348101019859314, 0.42218369245529175]","[0.19791346030164794, 0.483287486316674]","[0.0455675498969452, -0.06110379386138226]"
"[0.28340035676956177, 0.4914873540401459]","[0.20154146985968113, 0.517062314917062]","[0.08185888690988063, -0.02557496087691613]"
"[0.3033548891544342, 0.5261179804801941]","[0.17929646131870425, 0.5546650980308733]","[0.12405842783572996, -0.02854711755067918]"
"[0.34329211711883545, 0.5954166650772095]","[0.269915372147557, 0.5119443727405681]","[0.07337674497127844, 0.08347229233664133]"
"[0.373241126537323, 0.6473802328109741]","[0.21099978163376382, 0.5672321397086819]","[0.16224134490355918, 0.0801480931022922]"
"[0.40308791399002075, 0.6993602514266968]","[0.296071375459406, 0.5847609826522273]","[0.10701653853061477, 0.11459926877446946]"
"[0.42307931184768677, 0.7340089082717896]","[0.32460168549839447, 0.6576299078073662]","[0.0984776263492923, 0.07637900046442336]"
"[0.4530095160007477, 0.7859643697738647]","[0.38242111716896654, 0.6420850746530282]","[0.07058839883178114, 0.14387929512083653]"
"[0.4929019510746002, 0.8552846908569336]","[0.36514589780293083, 0.653978960462609]","[0.1277560532716694, 0.20130573039432464]"
"[0.5128733515739441, 0.8899308443069458]","[0.309457272082726, 0.7380547250950096]","[0.2034160794912181, 0.15187611921193622]"
"[0.5528284311294556, 0.9592488408088684]","[0.3337174634023953, 0.7459704317312879]","[0.2191109677270603, 0.21327840907758056]"
"[0.5727859735488892, 0.9938748478889465]","[0.42460854766923956, 0.758934634737569]","[0.1481774258796496, 0.23494021315137759]"
"[0.6127500534057617, 1.0632245540618896]","[0.3534913757165884, 0.8092635947079636]","[0.2592586776891733, 0.25396095935392604]"
"[0.6426969170570374, 1.115173101425171]","[0.38752153364430486, 0.8218834814826941]","[0.2551753834127325, 0.2932896199424768]"
"[0.6626737117767334, 1.1498311758041382]","[0.4253511948054366, 0.8706338950532657]","[0.2373225169712968, 0.27919728075087247]"
"[0.7026131749153137, 1.2191706895828247]","[0.33475462472725015, 0.8905362024172848]","[0.36785855018806357, 0.3286344871655399]"
"[0.7225869297981262, 1.2538117170333862]","[0.4386132008307226, 0.8940290468260399]","[0.28397372896740364, 0.35978267020734633]"
"[0.7525174617767334, 1.3057613372802734]","[0.5215056205973728, 0.9340221164078958]","[0.23101184117936058, 0.37173922087237765]"
"[0.7924610376358032, 1.3750449419021606]","[0.5058518474506986, 0.9562525900792002]","[0.28660919018510467, 0.4187923518229605]"
"[0.8124465942382812, 1.4097098112106323]","[0.4718365780144148, 0.9808567226317044]","[0.34061001622386644, 0.4288530885789279]"
"[0.8423914909362793, 1.4617083072662354]","[0.512514227320535, 1.0343862490553144]","[0.3298772636157443, 0.42732205821092095]"
"[0.8823549151420593, 1.530948519706726]","[0.5359685423179952, 0.983547306379511]","[0.34638637282406415, 0.547401213327215]"
"[0.9023597836494446, 1.5656280517578125]","[0.5852360618056139, 1.1096249612134763]","[0.31712372184383064, 0.4560030905443362]"
"[0.9313019514083862, 1.6159042119979858]","[0.519390481703135, 1.1366478497092969]","[0.4119114697052513, 0.47925636228868895]"
"[0.9469336271286011, 1.643280267715454]","[0.4776917931426728, 1.1438424045810098]","[0.4692418339859283, 0.49943786313444427]"
"[0.9567593336105347, 1.6618616580963135]","[0.542974612098595, 1.1407703417296662]","[0.4137847215119397, 0.5210913163666473]"
"[0.9599617123603821, 1.6718086004257202]","[0.5071064571671204, 1.1892956857027455]","[0.45285525519326164, 0.48251291472297475]"
"[0.9612730145454407, 1.684779405593872]","[0.6621932342069977, 1.1378255340955163]","[0.29907978033844296, 0.5469538714983557]"
"[0.9560729265213013, 1.6937484741210938]","[0.5056827609814154, 1.1573455766477236]","[0.45039016553988587, 0.5364028974733701]"
"[0.9526948928833008, 1.70417058467865]","[0.6567837260967699, 1.120121460828656]","[0.29591116678653084, 0.5840491238499939]"
"[0.9522892832756042, 1.7151151895523071]","[0.48679674934587247, 1.18374213758164]","[0.4654925339297318, 0.5313730519706672]"
"[0.9534886479377747, 1.7293188571929932]","[0.6171679948302747, 1.1392503935369773]","[0.3363206531074999, 0.5900684636560158]"
"[0.9545360803604126, 1.7343924045562744]","[0.6253713624499492, 1.1489483002836318]","[0.3291647179104634, 0.5854441042726426]"
"[0.9665390849113464, 1.7350423336029053]","[0.5703894987895299, 1.1280161067858332]","[0.3961495861218165, 0.6070262268170721]"
"[0.998602032661438, 1.719460129737854]","[0.531889341660907, 1.1939638598126385]","[0.46671269100053103, 0.5254962699252155]"
"[1.0549814701080322, 1.674717903137207]","[0.45242484593444704, 1.2105822674447593]","[0.6025566241735851, 0.46413563569244776]"
"[1.0851327180862427, 1.6486231088638306]","[0.6349763563259677, 1.1482534533474245]","[0.45015636176027496, 0.5003696555164061]"
"[1.1306875944137573, 1.6096270084381104]","[0.7146657338745661, 1.1267898424076876]","[0.4160218605391912, 0.4828371660304227]"
"[1.1762369871139526, 1.5705900192260742]","[0.7241676690370922, 1.1339133380979836]","[0.45206931807686046, 0.43667668112809066]"
"[1.2218290567398071, 1.5315582752227783]","[0.7393793079551525, 1.0977869306167642]","[0.48244974878465463, 0.4337713446060141]"
"[1.282572865486145, 1.4795392751693726]","[0.9162837601306159, 1.0766465693849574]","[0.36628910535552917, 0.40289270578441516]"
"[1.312962532043457, 1.45352041721344]","[0.6764028012564792, 1.0814064413044338]","[0.6365597307869778, 0.3721139759090062]"
"[1.3585072755813599, 1.4144847393035889]","[0.811583489683439, 1.003375048355739]","[0.5469237858979209, 0.41110969094784977]"
"[1.4040652513504028, 1.3754855394363403]","[0.7783377883742135, 1.0088771244213697]","[0.6257274629761893, 0.36660841501497066]"
"[1.4496246576309204, 1.3364787101745605]","[0.8436287850346201, 0.9663555289580967]","[0.6059958725963003, 0.3701231812164638]"
"[1.495180368423462, 1.297464370727539]","[0.7745978124750502, 0.9786121810182639]","[0.7205825559484117, 0.3188521897092752]"
"[1.555943250656128, 1.2454397678375244]","[0.9614502981438194, 0.9102392388301128]","[0.5944929525123085, 0.3352005290074116]"
"[1.586296558380127, 1.2194396257400513]","[0.896368555815172, 0.922811214858567]","[0.6899280025649549, 0.2966284108814843]"
"[1.6338926553726196, 1.1788911819458008]","[0.9520949324623358, 0.8466404149033353]","[0.6817977229102838, 0.3322507670424655]"
"[1.6429026126861572, 1.1714307069778442]","[0.9450411797325711, 0.8939423480480345]","[0.6978614329535862, 0.2774883589298097]"
"[1.65989089012146, 1.1600110530853271]","[0.9169457897206836, 0.8150098389761887]","[0.7429451004007763, 0.3450012141091384]"
"[1.6689373254776, 1.1556276082992554]","[1.012559430570644, 0.8295150830226274]","[0.6563778949069561, 0.32611252527662793]"
"[1.6807434558868408, 1.1542093753814697]","[1.0933113220520092, 0.8635472863619992]","[0.5874321338348316, 0.29066208901947055]"
"[1.693894386291504, 1.1602832078933716]","[1.0112486710157294, 0.8270368461738726]","[0.6826457152757746, 0.33324636171949895]"
"[1.704878807067871, 1.1610585451126099]","[1.0078378707530673, 0.8183311828656015]","[0.6970409363148038, 0.3427273622470084]"
"[1.7152929306030273, 1.1578673124313354]","[0.8578052961518229, 0.8232084755309881]","[0.8574876344512045, 0.33465883690034737]"
"[1.7215015888214111, 1.1548100709915161]","[0.9713870790837669, 0.8542925529590211]","[0.7501145097376443, 0.30051751803249505]"
"[1.7266063690185547, 1.149340033531189]","[1.0076576954353005, 0.8482393910094692]","[0.7189486735832542, 0.30110064252171975]"
"[1.7180904150009155, 1.1297856569290161]","[1.0016223431151317, 0.8339082320237996]","[0.7164680718857839, 0.2958774249052165]"
"[1.6774183511734009, 1.0858477354049683]","[0.9663880336037493, 0.8247918370682321]","[0.7110303175696516, 0.26105589833673615]"
"[1.6476768255233765, 1.0609381198883057]","[0.9008105483961489, 0.8518876185731874]","[0.7468662771272275, 0.20905050131511826]"
"[1.5860507488250732, 1.0100138187408447]","[0.8834094128437436, 0.8305731022263478]","[0.7026413359813296, 0.1794407165144969]"
"[1.5553364753723145, 0.9844111204147339]","[0.8367263005774942, 0.8193328404968313]","[0.7186101747948203, 0.16507827991790258]"
"[1.509277582168579, 0.9460379481315613]","[0.941157009901938, 0.7695560673445657]","[0.5681205722666411, 0.17648188078699556]"
"[1.46318519115448, 0.9076449275016785]","[0.8847554248580974, 0.736880276155419]","[0.5784297662963825, 0.1707646513462595]"
"[1.4017633199691772, 0.8564754724502563]","[0.8450600453665292, 0.778545944071694]","[0.556703274602648, 0.07792952837856237]"
"[1.3710237741470337, 0.830869197845459]","[0.7738831246668063, 0.6815138059788999]","[0.5971406494802274, 0.1493553918665591]"
"[1.3095734119415283, 0.779690146446228]","[0.8750172821356897, 0.6933030771142081]","[0.4345561298058386, 0.0863870693320199]"
"[1.263480544090271, 0.7413195371627808]","[0.6795481077219157, 0.6917474365799914]","[0.5839324363683553, 0.04957210058278938]"
"[1.2173937559127808, 0.7029222846031189]","[0.8479577612974843, 0.6825632246520812]","[0.3694359946152964, 0.020359059951037706]"
"[1.1730104684829712, 0.6658754348754883]","[0.6207958754700562, 0.5919885300062615]","[0.552214593012915, 0.07388690486922678]"
"[1.1541564464569092, 0.6504025459289551]","[0.5770715481092674, 0.5915373788880307]","[0.5770848983476418, 0.05886516704092437]"
"[1.1476566791534424, 0.645431399345398]","[0.7200158658302922, 0.5993318660324803]","[0.4276408133231502, 0.04609953331291761]"
"[1.1674437522888184, 0.6625093221664429]","[0.7042895036490178, 0.5685055577308522]","[0.4631542486398006, 0.09400376443559066]"
"[1.2255088090896606, 0.7094250917434692]","[0.6687641773681184, 0.6146490050993124]","[0.5567446317215422, 0.09477608664415682]"
"[1.25529146194458, 0.7320979833602905]","[0.8393197461989322, 0.6216334456279987]","[0.41597171574564784, 0.11046453773229181]"
"[1.3162872791290283, 0.7743664979934692]","[0.84181847668298, 0.6203073373705272]","[0.4744688024460483, 0.154059160622942]"
"[1.3504159450531006, 0.7923015356063843]","[0.7984348011771417, 0.6158258129703901]","[0.5519811438759589, 0.1764757226359942]"
"[1.3752813339233398, 0.8017479181289673]","[0.7120260538766255, 0.6560665101868566]","[0.6632552800467143, 0.1456814079421107]"
"[1.3899356126785278, 0.8040679693222046]","[0.7372725926671579, 0.6758776069230303]","[0.6526630200113699, 0.12819036239917425]"
"[1.4057048559188843, 0.8013445138931274]","[0.7897857895089985, 0.6711945351958715]","[0.6159190664098858, 0.13014997869725597]"
"[1.4115941524505615, 0.7921048998832703]","[0.9232440901139728, 0.6711573530871486]","[0.48835006233658873, 0.12094754679612163]"
"[1.4088892936706543, 0.7771283984184265]","[0.8062303758969455, 0.6407725600667582]","[0.6026589177737088, 0.1363558383516683]"
"[1.4034708738327026, 0.7669980525970459]","[0.806127607892078, 0.6437438283497285]","[0.5973432659406246, 0.12325422424731736]"
"[1.3987494707107544, 0.7609760165214539]","[0.8734822567898693, 0.6468492891497744]","[0.525267213920885, 0.1141267273716795]"
"[1.3903110027313232, 0.7531108856201172]","[0.8493227865282281, 0.6208998528034496]","[0.5409882162030951, 0.13221103281666757]"
"[1.3798545598983765, 0.7487362027168274]","[0.7500540745763904, 0.6430127605111073]","[0.6298004853219861, 0.10572344220572005]"
